Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
20.6,8.5,45,1,9,48.3,101.76,Mostly Cloudy
21,8.1,42,1,9,48.3,101.76,NA
23.9,7.7,34,2,4,48.3,101.75,NA
22.5,9.7,43,2,9,48.3,101.73,Cloudy
21.7,10.4,48,27,9,48.3,101.71,NA
20.9,9,45,,,48.3,101.65,NA
18.6,13.6,72,30,13,40.2,101.65,Mostly Cloudy
18.3,13.1,71,31,5,40.2,101.62,NA
16.8,15,89,31,11,40.2,101.58,NA
15.7,12.7,82,32,10,32.2,101.53,Mostly Cloudy
16.1,13.4,84,36,3,32.2,101.55,NA
15.6,14.5,93,21,4,32.2,101.51,NA
14.1,12.3,89,2,8,32.2,101.48,Clear
13.5,11.7,89,36,2,32.2,101.49,NA
13.1,11.5,90,4,8,32.2,101.49,NA
13.9,10.7,81,7,7,32.2,101.46,Clear
12.8,11.2,90,10,10,32.2,101.43,NA
13.9,12.3,90,10,13,32.2,101.41,NA
14.4,11.8,84,11,12,32.2,101.4,Cloudy
14.3,11.9,85,9,14,32.2,101.36,NA
14.7,11.9,83,11,9,32.2,101.39,NA
15.2,11.4,77,10,12,32.2,101.37,Cloudy
16.3,10.5,68,11,18,40.2,101.38,NA
17.4,11.6,68,9,14,40.2,101.37,NA
18.3,11.3,63,9,15,40.2,101.39,Cloudy
19.3,10.3,56,10,14,40.2,101.39,NA
18.5,12.9,70,2,10,24.1,101.45,Rain
17.5,14.1,80,2,16,24.1,101.46,Rain
16.1,13.9,87,3,13,24.1,101.56,Moderate Rain
15.4,14.2,93,4,21,16.1,101.54,Moderate Rain
15.5,14.2,92,5,21,16.1,101.52,Rain
15.3,14.3,93,6,16,16.1,101.5,Rain
15.3,14.7,96,8,8,12.9,101.52,Rain
15.4,14.6,94,6,15,16.1,101.5,Rain
15.4,14.7,95,7,18,16.1,101.51,Rain
15.4,14.6,95,9,13,24.1,101.48,NA
15.2,14.7,96,11,16,32.2,101.49,Cloudy
15.2,14.6,97,9,12,32.2,101.49,NA
15.2,14.5,95,9,10,32.2,101.53,NA
15.4,14.5,94,7,12,32.2,101.52,Cloudy
15.1,14.6,97,9,13,24.1,101.5,NA
15.1,14.7,97,8,9,24.1,101.5,NA
15.5,14.9,96,10,5,24.1,101.5,Cloudy
15.1,14.8,98,10,8,24.1,101.51,NA
15.5,15.1,97,9,6,32.2,101.55,NA
16,15.7,98,9,7,32.2,101.56,Cloudy
16.6,15.8,95,9,5,32.2,101.59,NA
17.4,16,91,13,10,32.2,101.6,NA
17.9,16,89,15,10,32.2,101.64,Cloudy
18.9,15.7,81,18,9,32.2,101.65,NA
19.1,16.9,87,30,13,32.2,101.67,NA
18.4,16.1,87,25,11,32.2,101.68,Cloudy
18.8,15.7,82,26,8,32.2,101.67,NA
18.5,15.4,82,30,7,32.2,101.62,NA
18.1,15.1,82,25,3,32.2,101.57,Mostly Cloudy
18.5,15.1,80,29,9,32.2,101.54,NA
17.1,15.4,90,30,10,32.2,101.54,NA
16.4,15.3,93,29,3,32.2,101.51,Mostly Cloudy
17.1,15,87,,0,32.2,101.56,NA
16.9,15.3,90,36,6,32.2,101.58,NA
16,15,94,15,8,32.2,101.57,Mostly Cloudy
16.1,14.6,91,36,1,32.2,101.61,NA
15.6,14.6,93,9,4,32.2,101.66,NA
14.7,14.1,96,8,10,32.2,101.66,Mainly Clear
14.2,13.7,97,9,10,24.1,101.71,NA
13.7,13.2,97,9,12,24.1,101.78,NA
13.2,12.6,96,10,9,32.2,101.82,Mainly Clear
13,12.4,96,10,10,32.2,101.85,NA
13.9,13.2,96,9,11,32.2,101.9,NA
15,13.3,90,9,16,40.2,101.97,Mainly Clear
15,14.3,96,10,13,24.1,102.04,NA
16.6,13.6,82,9,18,32.2,102.09,NA
17.5,13.1,75,12,18,40.2,102.14,Mostly Cloudy
18.4,12.9,70,14,17,40.2,102.13,NA
19.6,13.3,67,15,13,40.2,102.1,NA
20.9,11.8,56,12,12,40.2,102.08,Clear
20.8,14.2,66,22,13,40.2,102.02,NA
19.4,14.3,72,22,18,40.2,101.97,NA
19.4,15.1,76,23,11,40.2,101.92,Clear
18.6,14.2,75,27,7,40.2,101.89,NA
17.4,15.3,87,24,11,40.2,101.9,NA
15.3,14.9,97,30,7,32.2,101.88,Clear
14.4,14,97,29,8,24.1,101.94,NA
14.3,13.8,97,30,7,24.1,101.93,NA
15.4,13.6,89,5,4,24.1,101.91,Clear
12.5,11.2,91,33,4,24.1,101.94,NA
13.9,11.8,87,36,1,24.1,101.93,NA
12.4,11.7,96,32,7,24.1,101.94,Clear
15.5,12.4,82,5,4,24.1,101.92,NA
13.3,12,92,12,8,24.1,101.93,NA
13.3,12.2,93,13,3,24.1,101.91,Clear
13.9,11.8,87,7,4,32.2,101.9,NA
12.7,10.5,86,35,4,48.3,101.91,NA
15.9,13.8,87,12,5,48.3,101.89,Clear
18.1,13.9,76,32,5,48.3,101.9,NA
18.3,14.8,80,28,16,48.3,101.9,NA
19.4,14.6,74,30,17,40.2,101.87,Clear
20.2,14.5,69,28,15,40.2,101.81,NA
20.2,16.1,77,30,21,40.2,101.75,NA
21.1,15.4,70,30,18,40.2,101.68,Mostly Cloudy
21.6,15.9,70,30,19,40.2,101.59,NA
21.5,15.3,68,29,14,40.2,101.52,NA
21.1,15.3,69,30,16,40.2,101.39,Mainly Clear
20.2,15.3,73,30,10,40.2,101.33,NA
19.1,14.7,75,31,13,40.2,101.27,NA
17.3,14,81,30,9,40.2,101.23,Mostly Cloudy
16.6,15.1,91,30,8,24.1,101.22,NA
17.2,16,93,22,4,24.1,101.19,NA
16.6,14.6,88,35,3,24.1,101.18,Mostly Cloudy
17.3,14.1,81,8,4,24.1,101.17,NA
16.1,14.9,92,15,9,24.1,101.2,NA
16.9,14.9,88,10,11,24.1,101.21,Mostly Cloudy
16.6,15,90,12,5,24.1,101.3,NA
17,14.1,82,6,14,24.1,101.37,NA
16.7,12.9,78,9,30,16.1,101.34,Rain
16.5,14.3,87,11,22,24.1,101.31,Rain
17,13.9,81,11,16,24.1,101.36,Rain
18.3,15.1,81,9,4,32.2,101.36,Mostly Cloudy
18.3,15.1,82,13,9,48.3,101.43,NA
20.2,14.5,70,7,12,48.3,101.39,NA
20.5,14.2,67,16,17,48.3,101.49,Mostly Cloudy
22.2,12.6,54,13,9,48.3,101.53,NA
22.1,13.3,57,13,10,48.3,101.54,NA
22.9,13.6,55,15,9,48.3,101.55,Mainly Clear
23.8,13.7,52,13,7,48.3,101.53,NA
23.8,14,54,16,16,48.3,101.55,NA
23.2,13.8,55,14,10,48.3,101.55,Mostly Cloudy
22.3,14.7,62,13,12,48.3,101.54,NA
21.3,14.7,65,11,12,32.2,101.5,NA
19.6,14.3,71,10,8,32.2,101.49,Mostly Cloudy
20.4,14,66,8,7,32.2,101.5,NA
20.5,14.4,68,7,8,32.2,101.47,NA
20.5,14.7,69,7,11,32.2,101.44,Cloudy
19.8,14.5,71,4,14,32.2,101.4,NA
19.6,14.1,70,9,10,32.2,101.36,NA
18.5,14.6,78,17,3,32.2,101.33,Cloudy
16.1,15.1,93,28,10,32.2,101.34,NA
16.2,15.7,97,29,3,32.2,101.32,NA
17.1,16.2,94,2,4,32.2,101.27,Cloudy
16.5,16.1,97,0,1,32.2,101.24,NA
15.9,15.7,99,1,4,48.3,101.23,NA
18.9,16.7,87,10,8,48.3,101.23,Mostly Cloudy
19.4,15.3,77,11,13,48.3,101.21,NA
20.3,15.2,72,13,8,48.3,101.22,NA
22.4,15.5,65,11,7,48.3,101.2,Mostly Cloudy
22.8,14.3,58,14,8,48.3,101.19,NA
23.6,16.3,63,20,6,48.3,101.14,NA
23.8,15.3,58,19,6,48.3,101.12,Mostly Cloudy
25.2,13.4,47,18,5,48.3,101.1,NA
24.4,16.1,59,29,9,48.3,101.06,NA
22.4,16.5,69,24,12,48.3,101.03,Mainly Clear
21.2,17,77,29,16,48.3,101.04,NA
18.8,17.4,91,29,9,32.2,101.04,NA
18.5,17.4,93,20,7,32.2,101.04,Mainly Clear
18.4,17.3,93,18,9,32.2,101.07,NA
18.3,16.9,92,31,3,32.2,101.1,NA
18.5,16.7,89,20,5,32.2,101.13,Mostly Cloudy
17.4,16.2,93,13,8,32.2,101.15,NA
17.1,15.1,88,10,7,32.2,101.16,NA
16.5,14.9,90,9,16,32.2,101.19,Mostly Cloudy
16.6,15.1,90,9,13,32.2,101.22,NA
16.6,14.9,89,12,12,32.2,101.25,NA
15.8,14.6,93,10,16,32.2,101.25,Mainly Clear
15.3,14.4,95,11,13,32.2,101.25,NA
15.8,14.5,92,11,14,48.3,101.28,NA
18,14.3,78,14,9,32.2,101.34,Mostly Cloudy
19.5,14.9,74,14,9,48.3,101.36,NA
20.7,14.6,67,9,9,48.3,101.36,NA
19.6,15.2,75,14,17,48.3,101.4,Mostly Cloudy
18,16,88,17,13,48.3,101.43,NA
20.9,16,73,12,9,48.3,101.43,NA
21.6,15.3,67,14,9,48.3,101.4,Mostly Cloudy
20.9,16.9,78,23,14,48.3,101.38,NA
23.4,15.7,61,15,19,48.3,101.39,NA
21.7,14.2,62,17,16,48.3,101.43,Mainly Clear
20.9,14.3,65,14,11,48.3,101.46,NA
19.2,12.8,66,11,18,32.2,101.51,NA
17.9,12.4,70,12,20,32.2,101.58,Mostly Cloudy
16.2,12.8,80,10,19,32.2,101.65,NA
15.8,12.6,81,10,21,32.2,101.68,NA
15.8,12.4,80,11,24,32.2,101.74,Clear
15.3,12.1,81,9,22,32.2,101.81,NA
15.3,11.4,77,10,22,32.2,101.87,NA
15.5,10.9,74,11,15,32.2,101.9,Mostly Cloudy
15.5,11.7,78,10,13,32.2,101.97,NA
15.3,10.8,74,11,22,32.2,101.99,NA
14.9,10.7,76,10,22,32.2,102.01,Cloudy
14.5,10.9,79,11,19,32.2,102.06,NA
14.4,11.4,82,10,22,48.3,102.06,NA
14.7,11.6,82,11,28,48.3,102.12,Mostly Cloudy
15.3,12,81,10,21,48.3,102.15,NA
16.8,12,73,10,25,48.3,102.18,NA
16.7,12.3,75,11,15,48.3,102.22,Cloudy
16.7,13.3,80,10,16,32.2,102.19,Rain
16.4,13.9,85,13,16,24.1,102.17,Rain
16,13.8,87,14,12,32.2,102.19,Rain
15.8,14.4,91,18,5,9.7,102.18,"Rain,Fog"
15.7,14.7,93,12,12,9.7,102.14,"Rain,Drizzle,Fog"
15.9,14.5,92,10,13,22.5,102.12,Rain
15.7,14.4,92,12,16,24.1,102.1,Rain
15.6,14.6,93,12,15,19.3,102.06,NA
15.3,14.6,95,10,13,19.3,102.02,Cloudy
15.2,14.7,97,8,16,9.7,102,"Moderate Rain,Fog"
15,14.6,98,9,13,16.1,101.98,Rain
15,14.6,97,9,12,19.3,101.95,Cloudy
15.2,14.8,97,9,10,19.3,101.92,NA
15.2,14.8,98,9,13,19.3,101.91,Rain
15.2,14.8,98,9,12,24.1,101.88,Cloudy
15.2,14.8,98,10,11,19.3,101.84,NA
15.2,14.8,98,10,8,24.1,101.84,NA
15.2,14.8,98,36,2,24.1,101.78,Cloudy
14.2,14,99,28,23,3.2,101.79,"Drizzle,Fog"
14.3,13.9,98,29,19,8.1,101.8,"Drizzle,Fog"
14.4,13.4,94,28,21,24.1,101.83,Mostly Cloudy
14.9,13.3,90,29,24,24.1,101.85,NA
16.6,13.2,80,29,23,40.2,101.84,NA
16.9,13.6,81,29,27,40.2,101.88,Mainly Clear
17.5,13.3,76,29,25,40.2,101.92,NA
17.7,13.3,75,28,19,40.2,101.92,NA
16.8,12.3,75,26,21,40.2,101.92,Clear
17.4,12.8,74,25,16,40.2,101.91,NA
17.4,12,70,23,10,40.2,101.91,NA
16.9,11.6,71,21,11,40.2,101.89,Mostly Cloudy
16.6,12.2,75,20,13,40.2,101.93,NA
16.3,11.6,73,14,13,40.2,101.93,NA
15.8,11.1,74,12,5,32.2,101.95,Mainly Clear
14.2,11.8,85,10,16,32.2,102,NA
13.7,11.3,85,12,10,24.1,102.01,NA
13.6,11.1,85,13,7,24.1,102.04,Mainly Clear
12.2,10.7,90,14,8,24.1,102.05,NA
11.9,10.9,93,12,7,24.1,102.07,NA
11.8,10.5,92,9,10,24.1,102.08,Mostly Cloudy
11.7,10.6,93,10,12,24.1,102.1,NA
11.2,10.3,94,10,13,24.1,102.09,NA
10.7,9.9,95,10,9,24.1,102.13,Mainly Clear
12,10.7,92,8,11,24.1,102.15,NA
11.1,10.5,96,9,13,40.2,102.16,NA
12.9,11.6,92,9,10,40.2,102.22,Mainly Clear
13.8,12.2,90,11,13,40.2,102.24,NA
14.2,11.9,86,9,9,32.2,102.26,NA
16,11.9,76,20,7,40.2,102.29,Mostly Cloudy
16.8,11.8,72,22,11,40.2,102.27,NA
17.5,12.7,73,25,13,40.2,102.25,NA
18.1,13.6,75,27,14,40.2,102.25,Clear
17.6,11,65,23,9,40.2,102.21,NA
17.3,12.2,72,23,13,40.2,102.19,NA
17.5,12.3,71,24,10,40.2,102.15,Mainly Clear
17.2,11.8,70,22,8,40.2,102.1,NA
16.6,11.3,71,20,4,48.3,102.11,NA
16.2,10.3,67,16,4,48.3,102.07,Mainly Clear
15.9,10.1,68,11,4,24.1,102.13,NA
13.9,9.9,76,9,7,48.3,102.09,NA
14.4,10.9,79,8,8,24.1,102.08,Mainly Clear
13.4,11.2,87,8,9,24.1,102.06,NA
12.4,10.6,89,10,10,24.1,102.04,NA
13.3,10.7,84,8,9,24.1,102,Mostly Cloudy
12.7,10.2,85,8,10,24.1,102.01,NA
13.8,10.9,82,8,10,24.1,101.98,NA
13.3,11,86,8,12,24.1,101.93,Mostly Cloudy
13.4,11.1,85,10,16,24.1,101.86,NA
13.6,11.2,85,10,15,40.2,101.82,NA
14.2,11.3,82,9,17,32.2,101.79,Cloudy
14.5,11.6,83,10,16,32.2,101.78,Drizzle
14,12.2,89,11,15,16.1,101.81,Rain
13.9,12.5,91,10,11,16.1,101.78,Rain
13.8,12.5,92,12,10,16.1,101.75,Rain
13.5,12.8,95,11,10,12.9,101.72,Moderate Rain
13.8,13.1,96,7,12,9.7,101.7,Moderate Rain
13.5,12.8,96,4,4,4.8,101.66,"Rain,Fog"
13.6,13.1,97,7,7,4,101.62,"Rain,Fog"
13.6,13.2,97,10,11,4.8,101.59,"Rain,Fog"
13.6,12.6,94,9,13,16.1,101.58,Drizzle
13.6,13,96,9,13,16.1,101.54,NA
13.6,13,96,9,11,16.1,101.52,Cloudy
13.6,13.2,98,9,11,16.1,101.54,Rain
13.5,13.1,97,6,11,12.9,101.52,Rain
13.5,13.2,98,8,9,16.1,101.47,Rain
13.6,13.3,98,8,8,24.1,101.48,NA
13.8,13.3,97,36,1,24.1,101.51,NA
13.7,13.4,98,29,26,19.3,101.52,Cloudy
12.8,11.1,90,28,33,24.1,101.53,NA
12.7,9.5,81,29,39,32.2,101.52,NA
12.6,8.6,76,28,51,32.2,101.51,Mainly Clear
12.2,8.3,77,29,45,32.2,101.59,NA
11.9,8.4,79,29,34,48.3,101.6,NA
13.2,8.3,72,31,17,48.3,101.58,Mostly Cloudy
14.1,8.1,66,31,46,48.3,101.58,NA
15.4,8.3,62,31,46,48.3,101.65,NA
14.7,9,68,28,37,48.3,101.71,Mainly Clear
15.9,9.2,64,28,33,48.3,101.74,NA
16,9,63,28,36,48.3,101.74,NA
16.6,9.6,63,27,31,48.3,101.74,Clear
16.9,8.4,57,27,27,48.3,101.72,NA
16.8,7.9,56,26,28,48.3,101.7,NA
16.6,7,53,28,36,48.3,101.67,Clear
15.6,9,65,25,27,48.3,101.69,NA
14.8,7.8,62,25,29,48.3,101.68,NA
14.5,8.1,65,26,27,32.2,101.67,Mainly Clear
14.4,7.5,63,27,36,32.2,101.71,NA
13.7,8.6,71,27,28,32.2,101.76,NA
12.7,7.1,69,6,22,32.2,101.84,Clear
11.6,7.3,75,10,22,32.2,101.87,NA
11.2,6.9,75,9,14,32.2,101.98,NA
10.4,6.2,75,6,12,32.2,102.02,Clear
7,5.7,91,35,5,32.2,102.07,NA
6.5,5.4,92,33,3,32.2,102.1,NA
7.3,5.8,91,10,13,32.2,102.11,Clear
6.8,5.2,90,10,12,32.2,102.1,NA
7.5,6.4,93,9,9,48.3,102.15,NA
9.3,8.2,93,36,2,48.3,102.21,Mainly Clear
11.6,7.7,77,14,8,48.3,102.22,NA
12.7,7.4,70,11,7,48.3,102.24,NA
14.2,7.3,63,14,6,48.3,102.17,Mainly Clear
14.7,9.3,70,24,16,48.3,102.14,NA
14.5,9.6,72,24,16,48.3,102.1,NA
14.8,9.2,69,25,10,48.3,102,Mostly Cloudy
15.2,9.6,69,28,12,48.3,101.91,NA
14.7,8.7,67,27,9,48.3,101.81,NA
14,9.7,75,29,10,48.3,101.74,Mostly Cloudy
13.6,9.7,77,31,4,48.3,101.62,NA
12.1,9.6,84,30,8,48.3,101.5,NA
11.6,8.9,83,30,6,32.2,101.4,Cloudy
12.5,9.5,82,32,6,32.2,101.34,NA
12.5,9.9,84,32,5,32.2,101.26,NA
13.4,10,80,1,4,32.2,101.19,Cloudy
12.7,9.8,83,36,6,32.2,101.17,NA
13.9,7,63,6,12,32.2,101.09,NA
13.6,8.3,70,13,15,24.1,101.05,Rain
13.1,8.5,73,6,18,24.1,100.93,Rain
12.3,8.7,79,4,21,24.1,100.85,Rain
12.2,9,81,11,4,24.1,100.9,Rain
11.6,10.6,94,8,9,19.3,100.85,Rain
11.3,10.3,94,6,19,16.1,100.77,Moderate Rain
11.7,10.4,92,8,22,17.7,100.72,Rain
11.3,10.5,95,9,22,11.3,100.64,Moderate Rain
11.2,10.6,96,9,24,6.4,100.61,"Moderate Rain,Fog"
11,10.4,96,9,32,4,100.56,"Moderate Rain,Fog"
11,10.5,97,9,28,4,100.46,"Moderate Rain,Fog"
11.1,10.5,97,9,28,4,100.38,"Moderate Rain,Fog"
11.3,10.8,97,8,28,3.6,100.24,"Moderate Rain,Fog"
11.4,11,97,9,28,2.8,100.17,"Moderate Rain,Fog"
11.9,11.3,96,10,38,4.8,100.07,"Rain,Fog"
12.7,11.4,92,10,41,12.9,99.91,Rain
13.3,11.9,91,12,35,9.7,99.8,"Rain,Fog"
13.5,12.7,94,14,36,16.1,99.78,Rain
13.6,13,96,15,40,16.1,99.74,Rain
14.1,13.5,96,15,32,12.9,99.74,Rain
13.9,13.6,98,14,19,12.9,99.78,Moderate Rain
14.1,13.7,97,15,17,12.9,99.82,Moderate Rain
14,13.6,97,12,18,24.1,99.83,NA
13.7,13.4,98,10,22,24.1,99.9,NA
13.8,13,95,12,22,24.1,99.97,Cloudy
13.7,12.5,92,13,21,24.1,99.98,NA
13.8,12.3,91,16,26,32.2,100,NA
13.2,11.8,91,16,19,32.2,100.06,Mainly Clear
13.1,11.3,89,16,24,32.2,100.1,NA
12.1,11,93,7,10,32.2,100.17,NA
12.2,11.1,93,12,17,32.2,100.25,Mainly Clear
14.7,11.2,80,15,23,32.2,100.29,NA
16.4,11.6,73,16,28,40.2,100.38,NA
16.4,11.6,73,17,30,40.2,100.41,Mainly Clear
18.2,10.5,61,17,20,40.2,100.45,NA
16.5,10.6,68,17,22,32.2,100.49,Rain
15,12.5,85,15,16,40.2,100.5,Rain
16.9,9.6,62,16,17,40.2,100.49,Rain
17.3,9.9,61,18,14,40.2,100.48,NA
16.2,9.2,63,13,7,40.2,100.48,Mostly Cloudy
15.6,11.4,76,10,13,32.2,100.48,NA
12.7,10.4,86,14,14,19.3,100.52,"Thunderstorms,Moderate Rain Showers"
13.5,11.8,89,3,13,19.3,100.57,"Thunderstorms,Rain Showers"
13.1,11.7,91,7,14,24.1,100.62,Rain
13.2,11.6,90,11,18,24.1,100.67,NA
12.6,11.7,94,13,13,16.1,100.72,Rain
12.5,11.8,96,11,12,19.3,100.74,Rain
12.5,11.4,93,12,18,19.3,100.77,Rain
12.3,11.7,96,9,15,24.1,100.8,Cloudy
12.2,11.5,95,10,22,24.1,100.83,NA
12.1,11.3,95,12,17,24.1,100.9,NA
12,11.3,96,10,17,24.1,100.93,Cloudy
12.1,11.4,96,12,17,24.1,101,NA
12.1,11.4,96,12,14,24.1,101.09,NA
12.3,11.7,96,11,16,32.2,101.17,Mostly Cloudy
12.9,11.8,93,12,19,32.2,101.23,NA
13.6,12.1,90,13,16,32.2,101.31,NA
13.9,12,88,12,13,32.2,101.4,Mostly Cloudy
14.4,12,85,11,10,32.2,101.48,NA
14.8,11.5,80,17,18,40.2,101.55,NA
15,11.6,80,16,17,40.2,101.6,Mostly Cloudy
14.6,11.9,83,13,15,32.2,101.66,Drizzle
14.8,12.5,86,11,12,32.2,101.67,Rain
15.5,13.7,89,8,10,32.2,101.68,Mostly Cloudy
14.9,12,82,14,5,32.2,101.72,NA
14.1,12.3,89,24,5,48.3,101.78,NA
13.3,12.3,94,27,5,24.1,101.87,Mostly Cloudy
12.4,12.1,98,29,4,24.1,101.97,NA
12.7,12.5,99,30,9,24.1,102.06,NA
12.8,12.4,97,29,12,24.1,102.16,Mostly Cloudy
11.6,11.1,97,30,10,24.1,102.21,NA
10.7,10.4,98,30,5,24.1,102.27,NA
12.8,12.5,98,27,9,24.1,102.33,Mostly Cloudy
12.5,12,96,26,7,24.1,102.4,NA
12.5,12,97,36,2,24.1,102.43,NA
12.1,11.7,97,11,7,24.1,102.49,Mostly Cloudy
12.3,11.9,97,8,8,24.1,102.54,NA
12,11.2,94,9,10,32.2,102.6,NA
12.1,11.2,94,10,12,32.2,102.67,Cloudy
12.8,10.9,88,10,17,32.2,102.72,NA
13.1,11.3,89,10,17,40.2,102.76,NA
14.2,11.6,84,11,21,40.2,102.8,Mostly Cloudy
15.7,11.6,76,11,16,40.2,102.83,NA
15.7,11.1,74,13,13,40.2,102.86,NA
16.2,10.2,67,11,9,40.2,102.87,Mostly Cloudy
16.5,10.5,67,13,9,40.2,102.86,NA
16.3,10.8,70,16,14,40.2,102.84,NA
16.4,10.7,68,13,5,40.2,102.83,Cloudy
16.5,9.7,64,36,3,40.2,102.81,NA
15.9,10.2,69,2,10,32.2,102.8,NA
16,9,63,9,6,24.1,102.81,Mostly Cloudy
14.8,10.2,74,7,10,24.1,102.82,NA
15.3,11.3,76,7,7,24.1,102.8,NA
14.1,11,81,5,12,24.1,102.77,Clear
12.4,10.6,88,9,8,24.1,102.75,NA
12.2,10.2,87,9,9,24.1,102.72,NA
11.8,10.3,90,8,9,24.1,102.67,Mainly Clear
11.6,9.8,89,7,5,24.1,102.63,NA
9.8,9.1,95,10,8,24.1,102.57,NA
9.6,8.9,95,11,7,24.1,102.51,Clear
10.2,9.9,98,10,3,24.1,102.48,NA
8.8,8.4,97,,0,40.2,102.46,NA
10.6,9.8,95,36,2,40.2,102.43,Clear
13,9.9,81,21,3,40.2,102.42,NA
14.4,9.6,73,25,5,40.2,102.39,NA
14.8,10.4,75,23,7,40.2,102.3,Mostly Cloudy
16.4,12.7,79,31,12,40.2,102.23,NA
16.1,12.2,77,28,15,40.2,102.14,NA
16.9,12.8,77,29,13,40.2,102.05,Mostly Cloudy
16.6,12.5,77,28,10,40.2,101.91,NA
17,12.3,74,28,15,40.2,101.84,NA
16.9,11.9,72,29,17,40.2,101.76,Mostly Cloudy
14.5,11.9,84,30,9,40.2,101.69,NA
14.4,12.8,90,29,14,40.2,101.66,NA
13.9,13,94,27,6,24.1,101.63,Mostly Cloudy
13.4,13,97,31,5,24.1,101.64,NA
13.4,13.2,98,36,2,24.1,101.61,NA
13.7,13.3,98,34,3,24.1,101.61,Mostly Cloudy
13.2,12.7,97,10,12,24.1,101.55,NA
12.9,12.5,97,24,4,24.1,101.62,NA
13.5,13,97,10,4,24.1,101.62,Mostly Cloudy
13.2,12.3,94,8,4,24.1,101.62,NA
12.6,12.2,97,31,3,24.1,101.63,NA
12.8,12.4,98,29,7,16.1,101.67,Rain
13.8,13.6,98,30,14,16.1,101.74,Rain
13.6,13.4,98,28,17,20.9,101.74,Rain
13.5,13.3,99,30,23,8.1,101.76,"Rain,Fog"
13.9,13.7,99,30,21,11.3,101.83,NA
13.6,13.4,99,29,21,8.1,101.92,Fog
14.1,13.8,99,30,13,11.3,101.99,Cloudy
15.9,14.7,93,28,11,32.2,102.01,NA
16.1,14.4,89,28,9,32.2,102.06,NA
17.2,14.9,86,28,12,40.2,102.09,Mainly Clear
17.5,13.9,79,30,14,48.3,102.14,NA
16.5,13,80,25,11,48.3,102.2,NA
17.2,12.7,75,22,13,48.3,102.21,Clear
17.3,13.1,76,15,13,48.3,102.24,NA
15.2,12.2,82,12,11,40.2,102.29,NA
14.7,12.2,85,11,7,32.2,102.37,Mainly Clear
13.4,12.1,92,9,12,32.2,102.42,NA
12.7,11.8,94,7,9,32.2,102.43,NA
13.7,12.4,91,7,12,32.2,102.45,Mostly Cloudy
12.4,11.5,94,8,5,32.2,102.44,NA
14,12.8,93,8,11,32.2,102.48,NA
13.4,12.6,94,36,2,32.2,102.51,Mostly Cloudy
12.7,11.8,94,13,3,32.2,102.52,NA
12.5,12.1,98,36,1,32.2,102.52,NA
13,12.7,98,36,1,32.2,102.55,Mostly Cloudy
12.6,12.3,99,16,5,32.2,102.55,NA
12.9,12.1,95,9,10,24.1,102.58,NA
13.4,12.4,94,21,3,32.2,102.63,Mostly Cloudy
13.7,11.8,88,14,8,32.2,102.62,NA
14.2,12.3,88,9,7,32.2,102.63,NA
14.8,12.1,84,14,7,32.2,102.65,Mostly Cloudy
16.3,12.3,77,10,10,32.2,102.63,NA
15.7,13.2,85,25,14,32.2,102.65,NA
15.5,13.4,87,25,10,32.2,102.64,Clear
15.9,13.1,83,24,13,32.2,102.59,NA
16.6,13.6,82,29,13,32.2,102.57,NA
16.3,13.4,83,30,10,48.3,102.54,Mainly Clear
15.8,12.8,82,29,13,48.3,102.49,NA
13.4,12.2,92,31,7,40.2,102.44,NA
12.3,11.3,94,31,12,32.2,102.46,Mainly Clear
12.8,11.2,89,28,3,32.2,102.45,NA
11.4,10.7,96,30,6,32.2,102.44,NA
11.7,11.1,96,29,6,32.2,102.42,Mainly Clear
11.9,10.7,92,36,4,32.2,102.4,NA
12.1,11.5,97,35,3,32.2,102.37,NA
11.2,10.9,98,36,3,32.2,102.35,Mainly Clear
10.5,9.9,96,1,8,32.2,102.32,NA
11.1,9.7,92,11,5,32.2,102.26,NA
10.7,10,96,36,2,32.2,102.18,Clear
8.6,7.6,94,33,7,32.2,102.13,NA
11.6,10.7,94,4,3,48.3,102.1,NA
14.9,11.2,78,1,4,48.3,102.07,Mostly Cloudy
15.2,12,80,9,4,48.3,102.05,NA
16.1,11.8,75,9,4,48.3,102.03,NA
18.3,12.5,68,9,4,48.3,101.98,Mostly Cloudy
16.6,13.2,80,28,17,48.3,101.92,NA
17.8,13.4,75,29,12,48.3,101.82,NA
17.1,13.8,81,25,9,48.3,101.71,Mostly Cloudy
17.6,13.4,76,24,9,48.3,101.61,NA
17.3,12.9,75,28,9,48.3,101.51,NA
17.2,13.8,80,29,12,48.3,101.41,Mostly Cloudy
16.4,13.4,82,29,11,48.3,101.3,NA
14.5,13.1,92,29,10,48.3,101.23,NA
13.2,12.6,96,30,12,32.2,101.19,Mainly Clear
13.5,12.9,96,30,13,32.2,101.18,NA
13,12.7,98,29,9,32.2,101.16,NA
13.2,12.7,97,29,10,32.2,101.16,Mainly Clear
13.6,13.4,99,34,4,32.2,101.14,NA
11.2,11.1,99,34,8,32.2,101.13,NA
12.5,12,97,9,4,32.2,101.11,Mainly Clear
11.4,11.2,98,12,4,32.2,101.09,NA
11.7,11.5,99,10,4,32.2,101.06,NA
11.6,11.4,98,10,12,32.2,101.06,Clear
12.1,11.9,99,17,5,32.2,101.07,NA
